start_timestamp,end_timestamp,window_size,accuracy,time_s,ellapsed_m,skipped
2020-07-15 00:00:00,2020-07-15 12:00:00,12,30,2.5,0.0,False
2020-07-15 12:00:00,2020-07-16 00:00:00,12,30,2.76,0.1,False
2020-07-16 00:00:00,2020-07-16 12:00:00,12,30,2.24,0.1,False
2020-07-16 12:00:00,2020-07-17 00:00:00,12,30,2.83,0.2,False
2020-07-16 19:00:00,2020-07-17 00:00:00,12,30,2.24,0.0,False
2020-07-16 19:00:00,2020-07-17 00:00:00,12,30,2.55,0.0,False
2020-07-16 19:00:00,2020-07-17 00:00:00,12,30,2.39,0.0,False
2020-07-16 19:00:00,2020-07-17 00:00:00,12,30,2.55,0.0,False
2020-07-20 19:00:00,2020-07-21 00:00:00,12,30,2.9,0.0,False
2020-07-21 00:00:00,2020-07-21 12:00:00,12,30,2.94,0.0,False
2020-07-21 12:00:00,2020-07-22 00:00:00,12,30,3.1,0.1,False
2020-07-22 00:00:00,2020-07-22 12:00:00,12,30,3.48,0.1,False
2020-07-22 12:00:00,2020-07-23 00:00:00,12,30,4.72,0.1,False
2020-07-23 00:00:00,2020-07-23 12:00:00,12,30,4.03,0.1,False
2020-07-23 12:00:00,2020-07-24 00:00:00,12,30,3.54,0.1,False
2020-07-24 00:00:00,2020-07-24 12:00:00,12,30,3.05,0.1,False
2020-07-24 12:00:00,2020-07-25 00:00:00,12,30,2.76,0.1,False
2020-07-25 00:00:00,2020-07-25 12:00:00,12,30,3.5,0.1,False
2020-07-25 12:00:00,2020-07-26 00:00:00,12,30,3.71,0.1,False
2020-07-26 00:00:00,2020-07-26 12:00:00,12,30,3.16,0.2,False
2020-07-26 12:00:00,2020-07-27 00:00:00,12,30,3.53,0.2,False
2020-07-27 00:00:00,2020-07-27 12:00:00,12,30,2.89,0.0,False
2020-07-27 12:00:00,2020-07-28 00:00:00,12,30,2.98,0.1,False
2020-07-28 00:00:00,2020-07-28 12:00:00,12,30,3.23,0.1,False
2020-07-28 12:00:00,2020-07-29 00:00:00,12,30,4.56,0.1,False
2020-07-29 00:00:00,2020-07-29 12:00:00,12,30,3.34,0.2,False
2020-07-29 12:00:00,2020-07-30 00:00:00,12,30,4.02,0.3,False
2020-07-30 00:00:00,2020-07-30 12:00:00,12,30,4.96,0.3,False
2020-07-30 12:00:00,2020-07-31 00:00:00,12,30,4.04,0.4,False
2020-07-31 00:00:00,2020-07-31 12:00:00,12,30,2.82,0.5,False
2020-07-31 12:00:00,2020-08-01 00:00:00,12,30,3.51,0.5,False
2020-08-01 00:00:00,2020-08-01 12:00:00,12,30,3.24,0.6,False
2020-08-01 12:00:00,2020-08-02 00:00:00,12,30,4.14,0.6,False
2020-08-02 00:00:00,2020-08-02 12:00:00,12,30,5.86,0.7,False
2020-08-02 12:00:00,2020-08-03 00:00:00,12,30,2.94,0.8,False
2020-08-03 00:00:00,2020-08-03 12:00:00,12,30,5.38,0.1,False
2020-08-03 12:00:00,2020-08-04 00:00:00,12,30,3.6,0.2,False
2020-08-04 00:00:00,2020-08-04 12:00:00,12,30,4.69,0.2,False
2020-08-04 12:00:00,2020-08-05 00:00:00,12,30,4.46,0.3,False
2020-08-05 00:00:00,2020-08-05 12:00:00,12,30,3.35,0.4,False
2020-08-05 12:00:00,2020-08-06 00:00:00,12,30,3.58,0.4,False
2020-08-06 00:00:00,2020-08-06 12:00:00,12,30,3.15,0.5,False
2020-08-06 12:00:00,2020-08-07 00:00:00,12,30,4.71,0.5,False
2020-08-07 00:00:00,2020-08-07 12:00:00,12,30,5.45,0.1,False
2020-08-07 12:00:00,2020-08-08 00:00:00,12,30,4.71,0.2,False
2020-08-08 00:00:00,2020-08-08 12:00:00,12,30,3.99,0.2,False
2020-08-08 12:00:00,2020-08-09 00:00:00,12,30,3.08,0.3,False
2020-08-09 00:00:00,2020-08-09 12:00:00,12,30,3.3,0.3,False
2020-08-09 12:00:00,2020-08-10 00:00:00,12,30,2.78,0.4,False
2020-08-10 00:00:00,2020-08-10 12:00:00,12,30,3.47,0.4,False
2020-08-10 12:00:00,2020-08-11 00:00:00,12,30,3.18,0.5,False
2020-02-01 00:00:00,2020-02-01 12:00:00,12,30,2.63,0.0,False
2020-02-01 12:00:00,2020-02-02 00:00:00,12,30,2.61,0.1,False
2020-02-02 00:00:00,2020-02-02 12:00:00,12,30,2.49,0.1,False
2020-02-02 12:00:00,2020-02-03 00:00:00,12,30,2.44,0.2,False
2020-02-03 00:00:00,2020-02-03 12:00:00,12,30,2.45,0.2,False
2020-02-03 12:00:00,2020-02-04 00:00:00,12,30,2.79,0.3,False
2020-02-04 00:00:00,2020-02-04 12:00:00,12,30,2.76,0.3,False
2020-02-04 12:00:00,2020-02-05 00:00:00,12,30,3.17,0.4,False
2020-02-05 00:00:00,2020-02-05 12:00:00,12,30,2.4,0.4,False
2020-02-05 12:00:00,2020-02-06 00:00:00,12,30,2.72,0.4,False
2020-02-06 00:00:00,2020-02-06 12:00:00,12,30,2.67,0.5,False
2020-02-06 12:00:00,2020-02-07 00:00:00,12,30,2.8,0.5,False
2020-02-07 00:00:00,2020-02-07 12:00:00,12,30,2.73,0.6,False
