start_timestamp,end_timestamp,window_size,accuracy,time_s,ellapsed_m,skipped
2020-07-15 00:00:00,2020-07-15 12:00:00,12,30,4.34,0.1,False
2020-07-15 12:00:00,2020-07-16 00:00:00,12,30,5.82,0.2,False
2020-07-16 00:00:00,2020-07-16 12:00:00,12,30,3.81,0.2,False
2020-07-16 12:00:00,2020-07-17 00:00:00,12,30,3.8,0.3,False
2020-07-16 21:00:00,2020-07-17 00:00:00,12,30,3.0,0.1,False
2020-07-16 21:00:00,2020-07-17 00:00:00,12,30,2.47,0.0,False
2020-07-16 21:00:00,2020-07-17 00:00:00,12,30,5.17,0.1,False
2020-07-20 21:00:00,2020-07-21 00:00:00,12,30,3.43,0.1,False
2020-07-21 00:00:00,2020-07-21 12:00:00,12,30,5.08,0.1,False
2020-07-21 12:00:00,2020-07-22 00:00:00,12,30,5.55,0.2,False
2020-07-22 00:00:00,2020-07-22 12:00:00,12,30,9.15,0.2,False
2020-07-22 12:00:00,2020-07-23 00:00:00,12,30,6.9,0.3,False
2020-07-23 00:00:00,2020-07-23 12:00:00,12,30,5.75,0.1,False
2020-07-23 12:00:00,2020-07-24 00:00:00,12,30,6.71,0.2,False
2020-07-24 00:00:00,2020-07-24 12:00:00,12,30,4.63,0.1,False
2020-07-24 12:00:00,2020-07-25 00:00:00,12,30,4.2,0.1,False
2020-07-25 00:00:00,2020-07-25 12:00:00,12,30,4.39,0.1,False
2020-07-25 12:00:00,2020-07-26 00:00:00,12,30,6.78,0.2,False
2020-07-26 00:00:00,2020-07-26 12:00:00,12,30,6.23,0.3,False
2020-07-26 12:00:00,2020-07-27 00:00:00,12,30,5.21,0.4,False
2020-07-27 00:00:00,2020-07-27 12:00:00,12,30,6.94,0.1,False
2020-07-27 12:00:00,2020-07-28 00:00:00,12,30,4.19,0.2,False
2020-07-28 00:00:00,2020-07-28 12:00:00,12,30,5.77,0.1,False
2020-07-28 12:00:00,2020-07-29 00:00:00,12,30,10.64,0.3,False
2020-07-29 00:00:00,2020-07-29 01:00:00,1,30,3.39,1.5,False
2020-07-29 01:00:00,2020-07-29 03:00:00,2,30,12.41,1.7,False
2020-07-29 03:00:00,2020-07-29 06:00:00,3,30,23.07,2.1,False
2020-07-29 06:00:00,2020-07-29 10:00:00,4,30,11.18,2.3,False
2020-07-29 10:00:00,2020-07-29 11:00:00,1,30,5.89,3.8,False
2020-07-29 11:00:00,2020-07-29 13:00:00,2,30,16.7,4.0,False
2020-07-29 13:00:00,2020-07-29 14:00:00,1,30,19.04,5.5,False
2020-07-29 14:00:00,2020-07-29 16:00:00,2,30,40.71,6.1,False
2020-07-29 16:00:00,2020-07-29 17:00:00,1,30,17.36,6.4,False
2020-07-29 17:00:00,2020-07-29 19:00:00,2,30,22.67,6.8,False
2020-07-29 19:00:00,2020-07-29 22:00:00,3,30,3.52,6.9,False
2020-07-29 22:00:00,2020-07-30 02:00:00,4,30,81.67,8.2,False
2020-07-30 02:00:00,2020-07-30 03:00:00,1,30,32.14,10.4,False
2020-07-30 03:00:00,2020-07-30 04:00:00,1,28,28.94,10.9,False
2020-07-30 04:00:00,2020-07-30 05:00:00,1,30,20.13,11.2,False
2020-07-30 05:00:00,2020-07-30 07:00:00,2,30,16.99,11.5,False
